id,name,description,PerkType,icon_url,ConditionText,CompatibleEquipment,ExclusiveLabels,ExclusiveLabel,CraftModItem,GeneratedLabel
perkid_ability_greataxe_whirlwind,Fortifying Whirlwind,"Whirlwind hits grant Fortify, increasing armor by ${3.5999999999999996 * perkMultiplier}% and Slash damage by ${3 * perkMultiplier}% for 2s (Max 5 stacks).",,https://nwdb.info/images/icons/abilities/greataxe_ability04.png,,,,,,
perkid_ability_greataxe_maelstrom,Enfeebling Maelstrom,"Targets hit by Maelstrom's No Reprieve are Weakened, reducing their attack damage by ${3 * perkMultiplier}% for 8s.",,https://nwdb.info/images/icons/abilities/greataxe_ability05.png,,,,,,
perkid_ability_greataxe_gravitywell,Insatiable Gravity Well,"Heal for ${15 * perkMultiplier}% of the damage dealt by Gravity Well (Limit 1 target). On hit, cast another 4m radius burst around you that deals 50% weapon damage. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/abilities/greataxe_ability06.png,,,,,,
perkid_ability_icegauntlet_unbrokenwinds,Unbroken Winds,Wind Chill deals +${10 * perkMultiplier}% damage. If Wind Chill hits the same target 6 times in a row they become rooted for 1s.,,https://nwdb.info/images/icons/abilities/icemagic_ability3.png,,,,,,
perkid_ability_icegauntlet_unendingthaw,Unending Thaw,Ice Storm deals +${1 * perkMultiplier}% damage. Frost effects remains on enemies for 2s after exiting Ice Storm.,,https://nwdb.info/images/icons/abilities/icemagic_ability2.png,,,,,,
perkid_ability_icegauntlet_icedrefresh,Empowered Ice Spike,Ice Spikes deal +${10 * perkMultiplier}% more damage to rooted foes.,,https://nwdb.info/images/icons/abilities/icemagic_ability1.png,,,,,,
perkid_ability_icegauntlet_deadlyfrost,Deadly Frost,"While the Frigid Showers upgrade is active, Ice Shower's Frostbite deals 8% weapon damage per second to affected enemies. Reduce Ice Shower's cooldown by ${5 * perkMultiplier}%. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/abilities/icemagic_ability5.png,,,,,,
perkid_ability_icegauntlet_pylonburst,Pylon Burst,Ice Pylon deals +${1.5 * perkMultiplier}% more damage and triggers a burst dealing 50% weapon damage to to enemies within a 3m radius every 2s. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/abilities/icemagic_ability4.png,,,,,,
perkid_ability_icegauntlet_healingtomb,Healing Tomb,Heal for ${5 * perkMultiplier}% of your base Health after Entomb ends.,,https://nwdb.info/images/icons/abilities/icemagic_ability6.png,,,,,,
perkid_ability_voidgauntlet_voidblade_lifesteal,Voracious Blade,"While below 50% Health, heal for ${8 * perkMultiplier}% of the damage dealt by Void Blade. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/abilities/voidmagic_ability01.png,,,,,,
perkid_ability_voidgauntlet_nullchamber_nullify,Nullifying Oblivion,"When activated, Oblivion removes limited duration buffs from enemies within its radius and the cooldown is reduced by ${5 * perkMultiplier}%.",,https://nwdb.info/images/icons/abilities/voidmagic_ability02.png,,,,,,
perkid_ability_voidgauntlet_scream_disease,Putrefying Scream,"Petrifying Scream inflicts Disease on hit, reducing the target's incoming healing by ${10 * perkMultiplier}% and outgoing healing by ${5 * perkMultiplier}% for 8s.",,https://nwdb.info/images/icons/abilities/voidmagic_ability03.png,,,,,,
perkid_ability_voidgauntlet_decayingorb_reducebuffs,Diminishing Orb,Orb of Decay reduces the base duration of the target's non-consumable buffs by ${12.5 * perkMultiplier}% on hit.,,https://nwdb.info/images/icons/abilities/voidmagic_ability04_mod01.png,,,,,,
perkid_ability_voidgauntlet_drainingtether_slow,Slowing Tether,"Baleful Tether inflicts Slow on hit, reducing the target's movement speed by ${20 * perkMultiplier}% for 3s. Baleful Tether now inflicts Disintegrate on application.",,https://nwdb.info/images/icons/abilities/voidmagic_ability05.png,,,,,,
perkid_ability_voidgauntlet_essencerupture_empower,Refreshing Rupture,"When you hit a target with Essence Rupture, reduce Essence Rupture's cooldown by ${7.000000000000001 * perkMultiplier}%.",,https://nwdb.info/images/icons/abilities/voidmagic_ability06.png,,,,,,
perkid_ability_blunderbuss_netshot,Exhaustive Net Shot,"Net Shot inflicts Exhaust, reducing the target's Stamina regeneration by ${6 * perkMultiplier}% for 4s.",,https://nwdb.info/images/icons/abilities/blunderbuss_ability02.png,,,,,,
perkid_ability_blunderbuss_azothshrapnelblast,Leeching Shrapnel Blast,Heal for ${5 * perkMultiplier}% of the damage dealt by Azoth Shrapnel Blast.,,https://nwdb.info/images/icons/abilities/blunderbuss_ability05.png,,,,,,
perkid_ability_blunderbuss_clawshot,Venturing Claw Shot,"When Claw Shot connects to a target at least 10m away, gain a ${5 * perkMultiplier}% Empower for 3s or until next hit.",,https://nwdb.info/images/icons/abilities/blunderbuss_ability01.png,,,,,,
perkid_ability_blunderbuss_scattergrenade,Plagued Splitting Grenade,"Splitting Grenade hits inflict Disease, reducing healing efficiency on targets by ${5 * perkMultiplier}% and outgoing healing by ${2.5 * perkMultiplier}% for 8s.",,https://nwdb.info/images/icons/abilities/blunderbuss_ability04.png,,,,,,
perkid_ability_blunderbuss_mortarcharge,Resupplying Mortar Charge,Mortar Charge kills reload 1 additional canister and grant ${3 * perkMultiplier}% Empower for 5s (Max 1 reload per shot. Will not trigger after final shot).,,https://nwdb.info/images/icons/abilities/blunderbuss_ability06.png,,,,,,
perkid_ability_blunderbuss_vortexshot,Crippling Blast Shot,"Targets hit by Blast Shot are Slowed, reducing movement speed by ${5 * perkMultiplier}% for 5s.",,https://nwdb.info/images/icons/abilities/blunderbuss_ability03.png,,,,,,
perkid_ability_greatsword_dashattack,Relentless Freedom,Activating Relentless Rush removes Root and Slow. Increase Relentless Rush's critical hit chance by ${5 * perkMultiplier}%.,,https://nwdb.info/images/icons/abilities/greatsword_ability01.png,,,,,,
perkid_ability_greatsword_combo,Leeching Crosscut,Heal for ${15 * perkMultiplier}% of the damage dealt by the final strike of Crosscut (Max 1 trigger per ability use).,,https://nwdb.info/images/icons/abilities/greatsword_ability02.png,,,,,,
perkid_ability_greatsword_defensebreak,Skyward Nullification,Hitting an enemy with Skyward Slash removes one of their buffs. Reduce remaining buffs by ${10 * perkMultiplier}% (Only affects non-consumable buffs).,,https://nwdb.info/images/icons/abilities/greatsword_ability03.png,,,,,,
perkid_ability_greatsword_counter,Energizing Counter,"When Calamity Counter is activated, immediately gain ${10 * perkMultiplier} Stamina.",,https://nwdb.info/images/icons/abilities/greatsword_ability04.png,,,,,,
perkid_ability_greatsword_drainattack,Steadfast Purification,Each attack of Steadfast Strike reduces your debuff durations by ${10 * perkMultiplier}% (Max 1 reduction per attack).,,https://nwdb.info/images/icons/abilities/greatsword_ability05.png,,,,,,
perkid_ability_greatsword_burst,Slowing Rupture,Slow enemies struck with Roaring Rupture by ${12 * perkMultiplier}% for 5s.,,https://nwdb.info/images/icons/abilities/greatsword_ability06.png,,,,,,
perkid_ability_flail_slam,Burdening Smite,Smite penetrates ${1.5 * perkMultiplier}% of the target's armor. PvP Only: Smite hits against players extend their active cooldowns by ${5 * perkMultiplier}%.,,https://nwdb.info/images/icons/abilities/flail_ability01.png,,,,,,
perkid_ability_flail_blast,Mending Vortex,Every 2 hits with Vortex will heal you for ${5 * perkMultiplier}% of the base weapon damage.,,https://nwdb.info/images/icons/abilities/flail_ability02.png,,,,,,
perkid_ability_flail_burst,Powerful Eruption,Eruption hits deal ${2 * perkMultiplier}% increased damage per stack of Impairment on the target.,,https://nwdb.info/images/icons/abilities/flail_ability03.png,,,,,,
perkid_ability_flail_charge,Accelerating Barrage,"After hitting a target with Barrage's main attack, gain ${5 * perkMultiplier}% haste for 5s.",,https://nwdb.info/images/icons/abilities/flail_ability04.png,,,,,,
perkid_ability_flail_trip,Thwarting Trip,"If Trip's first attack hits a target with active grit, the attack deals ${10 * perkMultiplier}% more base damage.",,https://nwdb.info/images/icons/abilities/flail_ability05.png,,,,,,
perkid_ability_flail_defensivestrike,Crowded Bludgeon,"If 2 or more targets are hit with warding bludgeon, even if the hits are blocked, reduce its cooldown by ${5 * perkMultiplier}%.",,https://nwdb.info/images/icons/abilities/flail_ability06.png,,,,,,
perkid_common_cdr,Refreshing,Reduce max cooldowns by ${2.4 * perkMultiplier}%.,,https://nwdb.info/images/icons/perks/cdr1.png,,,,,,
perkid_common_cdronhit,Refreshing Ward,"Reduce active cooldowns by ${0.1 * perkMultiplier}% after being hit 4 times (Does not trigger off persistent damage, DoT effects, or blocked attacks).",,https://nwdb.info/images/icons/perks/cdr1.png,,,,,,
perkid_common_cdrondodge,Refreshing Evasion,Reduce active cooldowns by ${0.5 * perkMultiplier}% after exiting the dodge animation.,,https://nwdb.info/images/icons/perks/cdr1.png,,,,,,
perkid_common_luck,Luck,+${0.5 * perkMultiplier}% chance at rare items from chests and monsters.,,https://nwdb.info/images/icons/perks/luck1.png,,,,,,
perkid_tools_durability,Durable,This item no longer loses durability.,,https://nwdb.info/images/icons/perks/durable1.png,,,,,,
perkid_tools_azothgain,Azoth Extraction,+${30 * perkMultiplier}% chance to gain 1 Azoth when gathering a node.,,https://nwdb.info/images/icons/perks/azothgain1.png,,,,,,
perkid_tools_loggingluck,Logging Luck,+${2 * perkMultiplier}% chance at finding rare items while Logging.,,https://nwdb.info/images/icons/perks/luck1.png,,,,,,
perkid_tools_harvestingluck,Harvesting Luck,+${2 * perkMultiplier}% chance at finding rare items while Harvesting.,,https://nwdb.info/images/icons/perks/luck1.png,,,,,,
perkid_tools_miningluck,Mining Luck,+${2 * perkMultiplier}% chance at finding rare items while Mining.,,https://nwdb.info/images/icons/perks/luck1.png,,,,,,
perkid_tools_skinningluck,Skinning Luck,+${2 * perkMultiplier}% chance at finding rare items while Skinning.,,https://nwdb.info/images/icons/perks/luck1.png,,,,,,
perkid_tools_skinningturkey,Turkulon Tools,Provides chance at acquiring special items from turkeys to help defeat Turkulon.,,https://nwdb.info/images/icons/perks/turkulontools.png,,,,,,
perkid_tools_loggingyield,Logging Yield,+${10 * perkMultiplier}% resources while Logging.,,https://nwdb.info/images/icons/perks/yield1.png,,,,,,
perkid_tools_harvestingyield,Harvesting Yield,+${10 * perkMultiplier}% resources while Harvesting.,,https://nwdb.info/images/icons/perks/yield1.png,,,,,,
perkid_tools_miningyield,Mining Yield,+${10 * perkMultiplier}% resources while Mining.,,https://nwdb.info/images/icons/perks/yield1.png,,,,,,
perkid_tools_skinningyield,Skinning Yield,+${10 * perkMultiplier}% resources while Skinning.,,https://nwdb.info/images/icons/perks/yield1.png,,,,,,
perkid_tools_loggingxp,Lumberjack's Discipline,+${3 * perkMultiplier}% Logging experience while Logging.,,https://nwdb.info/images/icons/perks/bonusxp1.png,,,,,,
perkid_tools_harvestingxp,Horticulture Discipline,+${3 * perkMultiplier}% Harvesting experience while Harvesting.,,https://nwdb.info/images/icons/perks/bonusxp1.png,,,,,,
perkid_tools_miningxp,Prospector's Discipline,+${3 * perkMultiplier}% Mining experience while Mining.,,https://nwdb.info/images/icons/perks/bonusxp1.png,,,,,,
perkid_tools_skinningxp,Tanner's Discipline,+${3 * perkMultiplier}% Skinning experience while Skinning.,,https://nwdb.info/images/icons/perks/bonusxp1.png,,,,,,
perkid_tools_hasteongather,Gathering Alacrity,Gain 50% Haste for 3s after gathering a node. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/perks/unstoppable1.png,,,,,,
perkid_tools_motefire,Fire Alignment,Chance to gain Fire Motes after gathering a node.,,https://nwdb.info/images/icons/perks/mana1.png,,,,,,
perkid_tools_moteearth,Earth Alignment,Chance to gain Earth Motes after gathering a node.,,https://nwdb.info/images/icons/perks/mana1.png,,,,,,
perkid_tools_moteair,Air Alignment,Chance to gain Air Motes after gathering a node.,,https://nwdb.info/images/icons/perks/mana1.png,,,,,,
perkid_tools_motewater,Water Alignment,Chance to gain Water Motes after gathering a node.,,https://nwdb.info/images/icons/perks/mana1.png,,,,,,
perkid_tools_motespirit,Soul Alignment,Chance to gain Soul Motes after gathering a node.,,https://nwdb.info/images/icons/perks/mana1.png,,,,,,
perkid_tools_motelife,Life Alignment,Chance to gain Life Motes after gathering a node.,,https://nwdb.info/images/icons/perks/mana1.png,,,,,,
perkid_tools_motedeath,Death Alignment,Chance to gain Death Motes after gathering a node.,,https://nwdb.info/images/icons/perks/mana1.png,,,,,,
perkid_bags_weightadd,Extra Pockets,Hold ${50 * perkMultiplier} more weight.,,https://nwdb.info/images/icons/perks/encumbrance1.png,,,,,,
perkid_bags_cookingweight,Gourmand's Burden,Reduce the weight of raw and cooked food by ${5 * perkMultiplier}%.,,https://nwdb.info/images/icons/perks/extrapockets1.png,,,,,,
perkid_bags_miningore,Prospector's Burden,"Reduce the weight of ores, ingots, and pickaxes by ${5 * perkMultiplier}%.",,https://nwdb.info/images/icons/perks/extrapockets1.png,,,,,,
perkid_bags_stoneweight,Quarryman's Burden,"Reduce the weight of stone, blocks, gems, and pickaxes by ${5 * perkMultiplier}%.",,https://nwdb.info/images/icons/perks/extrapockets1.png,,,,,,
perkid_bags_harestingweight,Weaver's Burden,"Reduce the weight of fiber, cloth, and sickles by ${5 * perkMultiplier}%.",,https://nwdb.info/images/icons/perks/extrapockets1.png,,,,,,
perkid_bags_skinningweight,Tanner's Burden,"Reduce the weight of rawhide, leather, and skinning knives by ${5 * perkMultiplier}%.",,https://nwdb.info/images/icons/perks/extrapockets1.png,,,,,,
perkid_bags_weaponweight,Mercenary's Burden,Reduce the weight of weapons by ${5 * perkMultiplier}%.,,https://nwdb.info/images/icons/perks/extrapockets1.png,,,,,,
perkid_bags_armorweight,Quartermaster's Burden,Reduce the weight of armor by ${5 * perkMultiplier}%.,,https://nwdb.info/images/icons/perks/extrapockets1.png,,,,,,
perkid_bags_alchemistweight,Alchemist's Burden,"Reduce the weight of alchemy reagents, potions, and sickles by ${5 * perkMultiplier}%.",,https://nwdb.info/images/icons/perks/extrapockets1.png,,,,,,
perkid_bags_loggingweight,Lumberjack's Burden,"Reduce the weight of wood, timber, and logging axes by ${5 * perkMultiplier}%.",,https://nwdb.info/images/icons/perks/extrapockets1.png,,,,,,
perkid_bags_azothyield,Azoth Attuned,"When you gain Azoth, gain ${3 * perkMultiplier}% more.",,https://nwdb.info/images/icons/perks/azothgain1.png,,,,,,
perkid_bags_arrowreturn,Plentiful Ammo,+${5 * perkMultiplier}% chance to gain 1 ammo on hit with a ranged weapon (2s cooldown).,,https://nwdb.info/images/icons/perks/ammo1.png,,,,,,
perkid_bags_ammoreturn,Plentiful Ammo,+${5 * perkMultiplier}% chance to gain 1 ammo on hit with a ranged weapon (2s cooldown).,,https://nwdb.info/images/icons/perks/ammo1.png,,,,,,
perkid_bags_factiongain,Loyalty,"When you gain faction tokens, gain ${3 * perkMultiplier}% more.",,https://nwdb.info/images/icons/perks/factiongain1.png,,,,,,
perkid_armor_defancient,Ancient Ward,+${2.5 * perkMultiplier}% Damage Absorption against Ancient Guardians.,,https://nwdb.info/images/icons/perks/ancientward1.png,,,,,,
perkid_armor_defangryearth,Angry Earth Ward,+${2.5 * perkMultiplier}% Damage Absorption against Angry Earth.,,https://nwdb.info/images/icons/perks/angryearthward1.png,,,,,,
perkid_armor_defbeast,Beast Ward,+${2.5 * perkMultiplier}% Damage Absorption against Beasts.,,https://nwdb.info/images/icons/perks/bestialward1.png,,,,,,
perkid_armor_defcorrupted,Corrupted Ward,+${2.5 * perkMultiplier}% Damage Absorption against Corrupted.,,https://nwdb.info/images/icons/perks/corruptedward1.png,,,,,,
perkid_armor_deflost,Lost Ward,+${2.5 * perkMultiplier}% Damage Absorption against Lost.,,https://nwdb.info/images/icons/perks/lostward1.png,,,,,,
perkid_armor_defaeternian,Human Ward,PvE Only: +${2.5 * perkMultiplier}% Damage Absorption against Humans.,,https://nwdb.info/images/icons/perks/humanward1.png,,,,,,
perkid_armor_loggingluck,Reinforced Logging Luck,+${2 * perkMultiplier}% chance at finding rare items while Logging.,,https://nwdb.info/images/icons/perks/luck1.png,,,,,,
perkid_armor_harvestingluck,Reinforced Harvesting Luck,+${2 * perkMultiplier}% chance at finding rare items while Harvesting.,,https://nwdb.info/images/icons/perks/luck1.png,,,,,,
perkid_armor_miningluck,Reinforced Mining Luck,+${2 * perkMultiplier}% chance at finding rare items while Mining.,,https://nwdb.info/images/icons/perks/luck1.png,,,,,,
perkid_armor_skinningluck,Reinforced Skinning Luck,+${2 * perkMultiplier}% chance at finding rare items while Skinning.,,https://nwdb.info/images/icons/perks/luck1.png,,,,,,
perkid_armor_loggingyield,Logging Yield,+${1.5 * perkMultiplier}% resources while Logging.,,https://nwdb.info/images/icons/perks/yield1.png,,,,,,
perkid_armor_harvestingyield,Harvesting Yield,+${1.5 * perkMultiplier}% resources while Harvesting.,,https://nwdb.info/images/icons/perks/yield1.png,,,,,,
perkid_armor_miningyield,Mining Yield,+${1.5 * perkMultiplier}% resources while Mining.,,https://nwdb.info/images/icons/perks/yield1.png,,,,,,
perkid_armor_skinningyield,Skinning Yield,+${1.5 * perkMultiplier}% resources while Skinning.,,https://nwdb.info/images/icons/perks/yield1.png,,,,,,
perkid_armor_resistcorrupt,Corruption Resistance,+${5 * perkMultiplier} Corruption Resistance. Slows Corruption damage.,,https://nwdb.info/images/icons/perks/corruptionresistance1.png,,,,,,
perkid_armor_resistblight,Blight Resistance,+${5 * perkMultiplier} Blight Resistance. Slows Blight damage.,,https://nwdb.info/images/icons/perks/blightresistance1.png,,,,,,
perkid_armor_defcritdmg,Resilient,PvP Only: Receive ${3 * perkMultiplier}% less damage from critical hits.,,https://nwdb.info/images/icons/perks/critward1.png,,,,,,
perkid_armor_durability,Indestructible,This item no longer loses durability.,,https://nwdb.info/images/icons/perks/durable1.png,,,,,,
perkid_armor_durcc,Freedom,"Reduce the base duration of Slow, Stun, and Root by ${3 * perkMultiplier}%.",,https://nwdb.info/images/icons/perks/debuffdur1.png,,,,,,
perkid_armor_durdot,Vigor,"Reduce the base duration of Burn, Bleed, and Poison by ${3 * perkMultiplier}%.",,https://nwdb.info/images/icons/perks/debuffdur1.png,,,,,,
perkid_armor_durdebuff,Invigorated,"Reduce the base duration of Weaken, Disease, Exhaust, and Rend by ${3 * perkMultiplier}%.",,https://nwdb.info/images/icons/perks/debuffdur1.png,,,,,,
perkid_amulet_deffire,Flame Protection,Receive ${5 * perkMultiplier}% less Fire damage.,,https://nwdb.info/images/icons/perks/fireward1.png,,,,,,
perkid_amulet_defice,Frozen Protection,Receive ${5 * perkMultiplier}% less Ice damage.,,https://nwdb.info/images/icons/perks/iceward1.png,,,,,,
perkid_amulet_defnature,Nature Protection,Receive ${5 * perkMultiplier}% less Nature damage.,,https://nwdb.info/images/icons/perks/natureward1.png,,,,,,
perkid_amulet_defvoid,Void Protection,Receive ${5 * perkMultiplier}% less Void damage.,,https://nwdb.info/images/icons/perks/voidward1.png,,,,,,
perkid_amulet_defthurst,Thrust Protection,Receive ${5 * perkMultiplier}% less Thrust damage.,,https://nwdb.info/images/icons/perks/thrustward1.png,,,,,,
perkid_amulet_defslash,Slash Protection,Receive ${5 * perkMultiplier}% less Slash damage.,,https://nwdb.info/images/icons/perks/slashward1.png,,,,,,
perkid_amulet_defarcane,Arcane Protection,Receive ${5 * perkMultiplier}% less Arcane damage.,,https://nwdb.info/images/icons/perks/arcaneward1.png,,,,,,
perkid_amulet_deflightning,Lightning Protection,Receive ${5 * perkMultiplier}% less Lightning damage.,,https://nwdb.info/images/icons/perks/lightningward1.png,,,,,,
perkid_amulet_defstrike,Strike Protection,Receive ${5 * perkMultiplier}% less Strike damage.,,https://nwdb.info/images/icons/perks/strikeward1.png,,,,,,
perkid_amulet_hp,Health,Increase max health by ${3 * perkMultiplier}% of the base value.,,https://nwdb.info/images/icons/perks/health1.png,,,,,,
perkid_amulet_stamonlow,Stamina Recovery,"When you are hit while below 50% Health, gain ${20 * perkMultiplier} Stamina (60s cooldown. Does not trigger off persistent damage, DoT effects, or blocked attacks). (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/perks/stamina1.png,,,,,,
perkid_amulet_manaonlow,Mana Recovery,"When you are hit while below 50% Health, gain ${50 * perkMultiplier} Mana (30s cooldown. Does not trigger off persistent damage, DoT effects, or blocked attacks). (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/perks/mana1.png,,,,,,
perkid_amulet_removeonlow,Purify,"When you are hit while below 50% Health, you lose all debuffs (90s cooldown. Does not trigger off persistent damage, DoT effects, or blocked attacks). (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/perks/debuffdur1.png,,,,,,
perkid_amulet_fortifyonlow,Fortified Recovery,"When you are hit while below 50% Health, gain ${20 * perkMultiplier}% Fortify for 5s (30s cooldown. Does not trigger off persistent damage, DoT effects, or blocked attacks). (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/perks/fortify1.png,,,,,,
perkid_amulet_loggingluck,Adored Logging Luck,+${5 * perkMultiplier}% chance at finding rare items while Logging.,,https://nwdb.info/images/icons/perks/luck1.png,,,,,,
perkid_amulet_harvestingluck,Adored Harvesting Luck,+${5 * perkMultiplier}% chance at finding rare items while Harvesting.,,https://nwdb.info/images/icons/perks/luck1.png,,,,,,
perkid_amulet_miningluck,Adored Mining Luck,+${5 * perkMultiplier}% chance at finding rare items while Mining.,,https://nwdb.info/images/icons/perks/luck1.png,,,,,,
perkid_amulet_skinningluck,Adored Skinning Luck,+${5 * perkMultiplier}% chance at finding rare items while Skinning.,,https://nwdb.info/images/icons/perks/luck1.png,,,,,,
perkid_amulet_durempower,Empowered,Empower you apply lasts ${5 * perkMultiplier}% longer.,,https://nwdb.info/images/icons/perks/empower1.png,,,,,,
perkid_amulet_durhaste,Alacrity,Haste you apply lasts ${5 * perkMultiplier}% longer.,,https://nwdb.info/images/icons/perks/unstoppable1.png,,,,,,
perkid_amulet_durfortify,Fortified,Fortify you apply lasts ${5 * perkMultiplier}% longer.,,https://nwdb.info/images/icons/perks/fortify1.png,,,,,,
perkid_amulet_healing,Divine,+${5 * perkMultiplier}% Health from all incoming healing effects.,,https://nwdb.info/images/icons/perks/cleric1.png,,,,,,
perkid_ring_healperdmg,Leeching,Heal for ${1 * perkMultiplier}% of the damage you deal (Does not trigger off persistent damage or DoT effects).,,https://nwdb.info/images/icons/perks/health1.png,,,,,,
perkid_ring_manaonhit,Siphoning,"+${1 * perkMultiplier}% Mana per hit (2s cooldown. Does not trigger off persistent damage, DoT effects, or blocked attacks).",,https://nwdb.info/images/icons/perks/mana1.png,,,,,,
perkid_ring_dmgfire,Fire Damage,+${3 * perkMultiplier}% Fire damage.,,https://nwdb.info/images/icons/perks/firedmg1.png,,,,,,
perkid_ring_dmgice,Ice Damage,+${3 * perkMultiplier}% Ice damage.,,https://nwdb.info/images/icons/perks/icedmg1.png,,,,,,
perkid_ring_dmgnature,Nature Damage,+${3 * perkMultiplier}% Nature damage.,,https://nwdb.info/images/icons/perks/naturedmg1.png,,,,,,
perkid_ring_dmglightning,Lightning Damage,+${3 * perkMultiplier}% Lightning damage.,,https://nwdb.info/images/icons/perks/lightningdmg1.png,,,,,,
perkid_ring_dmgvoid,Void Damage,+${3 * perkMultiplier}% Void damage.,,https://nwdb.info/images/icons/perks/voiddmg1.png,,,,,,
perkid_ring_dmgarcane,Arcane Damage,+${3 * perkMultiplier}% Arcane damage.,,https://nwdb.info/images/icons/perks/arcanedmg1.png,,,,,,
perkid_ring_dmgthurst,Thrust Damage,+${3 * perkMultiplier}% Thrust damage.,,https://nwdb.info/images/icons/perks/thrust1.png,,,,,,
perkid_ring_dmgslash,Slash Damage,+${3 * perkMultiplier}% Slash damage.,,https://nwdb.info/images/icons/perks/slashdmg1.png,,,,,,
perkid_ring_dmgstrike,Strike Damage,+${3 * perkMultiplier}% Strike damage.,,https://nwdb.info/images/icons/perks/strikedmg1.png,,,,,,
perkid_ring_crit,Keen Awareness,+${3 * perkMultiplier}% critical chance.,,https://nwdb.info/images/icons/perks/critical1.png,,,,,,
perkid_ring_durposion,Poisoning,Base duration of Poisons you apply is ${10 * perkMultiplier}% longer.,,https://nwdb.info/images/icons/perks/opportunist1.png,,,,,,
perkid_ring_durbleed,Blood Letting,Base duration of Bleeds you apply lasts ${10 * perkMultiplier}% longer.,,https://nwdb.info/images/icons/perks/bleed1.png,,,,,,
perkid_ring_durburning,Burning,Base duration of Burns you apply lasts ${10 * perkMultiplier}% longer.,,https://nwdb.info/images/icons/perks/firedmg1.png,,,,,,
perkid_ring_durslow,Crippling,Base duration of Slows you apply lasts ${10 * perkMultiplier}% longer.,,https://nwdb.info/images/icons/perks/slow1.png,,,,,,
perkid_ring_durweaken,Enfeebling,Base duration of Weakens you apply lasts ${10 * perkMultiplier}% longer.,,https://nwdb.info/images/icons/perks/weaken1.png,,,,,,
perkid_ring_durdisease,Infected,Base duration of Diseases you apply lasts ${10 * perkMultiplier}% longer.,,https://nwdb.info/images/icons/perks/disease1.png,,,,,,
perkid_ring_maxstamina,Hearty,+${5 * perkMultiplier}% max Stamina.,,https://nwdb.info/images/icons/perks/stamina1.png,,,,,,
perkid_ring_maxmana,Brilliant,Increase max mana by ${10 * perkMultiplier}% of the base value.,,https://nwdb.info/images/icons/perks/mana1.png,,,,,,
perkid_ring_healing,Sacred,+${3 * perkMultiplier}% outgoing healing efficiency.,,https://nwdb.info/images/icons/perks/cleric1.png,,,,,,
perkid_earring_healthregen,Regenerating,+${0.25 * perkMultiplier}% Health every second.,,https://nwdb.info/images/icons/perks/regenhealth1.png,,,,,,
perkid_earring_manaregen,Focused,+${25 * perkMultiplier}% Mana regeneration.,,https://nwdb.info/images/icons/perks/regenmana1.png,,,,,,
perkid_earring_staminaregen,Nimble,+${5 * perkMultiplier}% Stamina regeneration rate.,,https://nwdb.info/images/icons/perks/stamina1.png,,,,,,
perkid_earring_threatadd,Despised,Generate ${75 * perkMultiplier}% more threat.,,https://nwdb.info/images/icons/perks/threatadd1.png,,,,,,
perkid_earring_threatsub,Beloved,Generate ${15 * perkMultiplier}% less threat (Max 99% from all sources). (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/perks/threatsub1.png,,,,,,
perkid_earring_threatsubondodge,Evasive,Reduce threat generation by ${50 * perkMultiplier}% for 5s after performing a dodge.,,https://nwdb.info/images/icons/perks/threatsub1.png,,,,,,
perkid_earring_healthonpotion,Healthy Toast,"When you drink a Mana potion, gain ${0.8 * perkMultiplier}% of your base Health every second for 4s.",,https://nwdb.info/images/icons/perks/health1.png,,,,,,
perkid_earring_manaonpotion,Mana Toast,"When you drink a survival potion, gain ${10 * perkMultiplier} Mana.",,https://nwdb.info/images/icons/perks/mana1.png,,,,,,
perkid_earring_removeonpotion,Purifying Toast,"When you drink a survival potion, lose 1 debuff.",,https://nwdb.info/images/icons/perks/debuff1.png,,,,,,
perkid_earring_gainonpotion,Duplicating Toast,"When you drink a potion, ${5 * perkMultiplier}% chance it doesn't consume.",,https://nwdb.info/images/icons/perks/consumegain1.png,,,,,,
perkid_earring_potioncdr,Refreshing Toast,Consumable's cooldown is reduced by ${5 * perkMultiplier}%.,,https://nwdb.info/images/icons/perks/cdr1.png,,,,,,
perkid_earring_arcanist,Arcanist Mastery,+${5 * perkMultiplier} to Arcanist Crafted Item Quality.,,https://nwdb.info/images/icons/perks/arcanistmastery1.png,,,,,,
perkid_earring_armorer,Armorer Mastery,+${5 * perkMultiplier} to Armorer Crafted Item Quality.,,https://nwdb.info/images/icons/perks/armorermastery1.png,,,,,,
perkid_earring_cook,Cooking Mastery,+${4 * perkMultiplier}% chance to craft additional items while Cooking.,,https://nwdb.info/images/icons/perks/chefmastery1.png,,,,,,
perkid_earring_engineer,Engineer Mastery,+${5 * perkMultiplier} to Engineer Crafted Item Quality.,,https://nwdb.info/images/icons/perks/engineermastery1.png,,,,,,
