"Icon","Perk ID","Name","Description","Type","Craft Mod","Item Class","Exclusive Labels","Exclude Item Class","Is Stackable Ability","Affix","Applied Prefix","Applied Suffix","Category","Channel","Combat Status","Condition Event","Day Phases","Deprecated Perk Id","Display Name","Equip Ability","Exclude From Trading Post","Fishing Water Type","Group Name","Icon Path","Includes","Item Class GSBonus","Item Perk Conflicts Loc Text","Name Priority","Only In Open World","Open World Only Override Game Modes","Scaling Per Gear Score","Scaling Per Gear Score Attributes","Schedule ID","Secondary Effect Display Name","Sorting","Stat Display Text","Territory Id","Tier","Weapon Tag","World Tags","ABABleed","ABACurse","ABADisease","ABAFrostbite","ABAPoison","ABSAcid","ABSArcane","ABSCorruption","ABSFire","ABSIce","ABSLightning","ABSNature","ABSSiege","ABSSlash","ABSStandard","ABSStrike","ABSThrust","ABSVitals Category","AFAAcid","AFABleed","AFABlight","AFACurse","AFADisease","AFAFrostbite","AFAPoison","Additional Damage","Affliction Damage","Affliction Multiplier","Append To Tooltip","Attribute Modifiers","Attribute Placing Mods","BLAArcane","BLACorruption","BLAFire","BLAIce","BLALightning","BLANature","BLASiege","BLASlash","BLAStandard","BLAStrike","BLAThrust","Base Damage Modifier","Base Damage Type","DMGAcid","DMGArcane","DMGCorruption","DMGFire","DMGIce","DMGLightning","DMGNature","DMGSiege","DMGSlash","DMGStandard","DMGStrike","DMGThrust","DMGVitals Category","Damage Percentage","Damage Type","Disable Durability Loss","Durability Mod","Effect Duration Multiplier","Effect Mod Multiplier","Encumbrance","Fall Damage Mod","Fast Travel Encumbrance Mod","Fish Rarity Roll Modifier","Fish Size Roll Modifier","Fishing Line Strength","Gathering Efficiency","Heal Mod","Health Rate","Is Additive Damage","MODConstitution","MODDexterity","MODFocus","MODIntelligence","MODStrength","MP  Final Note Perfect XPBonus","MP  Group XPBonus","MP  Ignore Missed Notes","MP  Opening Notes Perfect","MP  Rake Reduction","MP  Solo XPBonus","Mana Rate","Max Cast Distance","Max Health Mod","Max Mana Mod","Max Mount Stamina","Max Stamina Mod","Mount Bonus Encumbrance Mod","Mount Off Road Dash Speed Mod","Mount On Road Dash Speed Mod","Mount Stamina Rate","Mount Summon Time Mod","Move Speed Mod","Prefer Higher Scaling","RESAcid","RESBlight","RESCurse","RESPoison","Scaling Dexterity","Scaling Focus","Scaling Intelligence","Scaling Strength","Stamina Cost ID","Stamina Cost Multiplier","Stamina Damage Modifier","Stamina Rate","Status Effect","Status ID","Summer Fish Rarity Roll Modifier","Territory Standing Mod","Use Affix Scaling On Base Damage","Use Count Multiplier","Use Weapon Attribute Scaling","WKNAcid","WKNArcane","WKNCorruption","WKNFire","WKNIce","WKNLightning","WKNNature","WKNSiege","WKNSlash","WKNStandard","WKNStrike","WKNThrust","Weapon Effect Type","Weight Multiplier"
"","PerkID_Gem_OpportunistGem4","Opportunist IV   Opportunistic","+{[0.160000 * 100]}% damage against and +{[0.050000 * 100]}% healing to targets below {[50.000000]}% Health.","Gem","EmeraldCutT4","EquippableMainHand, EquippableTwoHand","Opportunist, Gem","SeasonalEthereal","false","","OpportunistPrefix","","","4","","OnActive","","","Opportunist4Name","BonusDamageLowHealthPerk4, BonusHealingLowHealthPerk4","","","Emerald_OpportunistGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/emeraldcutt4.webp","","","","","false","","","","","","Gem","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_RetaliateGem1","Retaliate I   Vengeful","Gain a stack of +{[0.030000 * 100]}% damage for {[5.000000]}s after blocking or taking a hit (Max {[3.000000]} stacks).","Gem","JasperCutT1","EquippableMainHand, EquippableTwoHand","Retaliate, Gem","SeasonalEthereal","false","","RetaliatePrefix","","","4","","OnActive","","","Retaliate1Name","RetaliateBonusDamagePerk1","","","Jasper_RetaliateGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/jaspercutt1.webp","","","","","false","","","","","","Gem","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_RetaliateGem2","Retaliate II   Vengeful","Gain a stack of +{[0.040000 * 100]}% damage for {[5.000000]}s after blocking or taking a hit (Max {[3.000000]} stacks).","Gem","JasperCutT2","EquippableMainHand, EquippableTwoHand","Retaliate, Gem","SeasonalEthereal","false","","RetaliatePrefix","","","4","","OnActive","","","Retaliate2Name","RetaliateBonusDamagePerk2","","","Jasper_RetaliateGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/jaspercutt2.webp","","","","","false","","","","","","Gem","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_RetaliateGem3","Retaliate III   Vengeful","Gain a stack of +{[0.060000 * 100]}% damage for {[5.000000]}s after blocking or taking a hit (Max {[3.000000]} stacks).","Gem","JasperCutT3","EquippableMainHand, EquippableTwoHand","Retaliate, Gem","SeasonalEthereal","false","","RetaliatePrefix","","","4","","OnActive","","","Retaliate3Name","RetaliateBonusDamagePerk3","","","Jasper_RetaliateGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/jaspercutt3.webp","","","","","false","","","","","","Gem","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_RetaliateGem4","Retaliate IV   Vengeful","Gain a stack of +{[0.080000 * 100]}% damage for {[5.000000]}s after blocking or taking a hit (Max {[3.000000]} stacks).","Gem","JasperCutT4","EquippableMainHand, EquippableTwoHand","Retaliate, Gem","SeasonalEthereal","false","","RetaliatePrefix","","","4","","OnActive","","","Retaliate4Name","RetaliateBonusDamagePerk4","","","Jasper_RetaliateGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/jaspercutt4.webp","","","","","false","","","","","","Gem","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_ExhilarateGem1","Exhilarate I   Exhilarating","+{[0.110000 * 100]}% damage while all of your active weapon abilities are on cooldown.","Gem","MoonstoneCutT1","EquippableMainHand, EquippableTwoHand","Exhilarate, Gem","SeasonalEthereal","false","","ExhilaratePrefix","","","4","","OnActive","","","Exhilarate1Name","BonusDamageLowSelfHealthPerk1","","","Moonstone_ExhilarateGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/moonstonecutt1.webp","","","","","false","","","","","","Gem","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_ExhilarateGem2","Exhilarate II   Exhilarating","+{[0.140000 * 100]}% damage while all of your active weapon abilities are on cooldown.","Gem","MoonstoneCutT2","EquippableMainHand, EquippableTwoHand","Exhilarate, Gem","SeasonalEthereal","false","","ExhilaratePrefix","","","4","","OnActive","","","Exhilarate2Name","BonusDamageLowSelfHealthPerk2","","","Moonstone_ExhilarateGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/moonstonecutt2.webp","","","","","false","","","","","","Gem","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_ExhilarateGem3","Exhilarate III   Exhilarating","+{[0.170000 * 100]}% damage while all of your active weapon abilities are on cooldown.","Gem","MoonstoneCutT3","EquippableMainHand, EquippableTwoHand","Exhilarate, Gem","SeasonalEthereal","false","","ExhilaratePrefix","","","4","","OnActive","","","Exhilarate3Name","BonusDamageLowSelfHealthPerk3","","","Moonstone_ExhilarateGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/moonstonecutt3.webp","","","","","false","","","","","","Gem","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_ExhilarateGem4","Exhilarate IV   Exhilarating","+{[0.200000 * 100]}% damage while all of your active weapon abilities are on cooldown.","Gem","MoonstoneCutT4","EquippableMainHand, EquippableTwoHand","Exhilarate, Gem","SeasonalEthereal","false","","ExhilaratePrefix","","","4","","OnActive","","","Exhilarate4Name","BonusDamageLowSelfHealthPerk4","","","Moonstone_ExhilarateGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/moonstonecutt4.webp","","","","","false","","","","","","Gem","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_CruelGem1","Cruel I   Cruel","+{[0.080000 * 100]}% damage against targets affected by Crowd Control effects (Slow, Stun, Root).","Gem","MalachiteCutT1","EquippableMainHand, EquippableTwoHand","Cruel, Gem","SeasonalEthereal","false","","CruelPrefix","","","4","","OnActive","","","Cruel1Name","OtherDebuffedDamagePerk1","","","Malachite_CruelGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/malachitecutt1.webp","","","","","false","","","","","","Gem","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_CruelGem2","Cruel II   Cruel","+{[0.100000 * 100]}% damage against targets affected by Crowd Control effects (Slow, Stun, Root).","Gem","MalachiteCutT2","EquippableMainHand, EquippableTwoHand","Cruel, Gem","SeasonalEthereal","false","","CruelPrefix","","","4","","OnActive","","","Cruel2Name","OtherDebuffedDamagePerk2","","","Malachite_CruelGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/malachitecutt2.webp","","","","","false","","","","","","Gem","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_CruelGem3","Cruel III   Cruel","+{[0.120000 * 100]}% damage against targets affected by Crowd Control effects (Slow, Stun, Root).","Gem","MalachiteCutT3","EquippableMainHand, EquippableTwoHand","Cruel, Gem","SeasonalEthereal","false","","CruelPrefix","","","4","","OnActive","","","Cruel3Name","OtherDebuffedDamagePerk3","","","Malachite_CruelGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/malachitecutt3.webp","","","","","false","","","","","","Gem","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_CruelGem4","Cruel IV   Cruel","+{[0.140000 * 100]}% damage against targets affected by Crowd Control effects (Slow, Stun, Root).","Gem","MalachiteCutT4","EquippableMainHand, EquippableTwoHand","Cruel, Gem","SeasonalEthereal","false","","CruelPrefix","","","4","","OnActive","","","Cruel4Name","OtherDebuffedDamagePerk4","","","Malachite_CruelGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/malachitecutt4.webp","","","","","false","","","","","","Gem","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_GambitGem1","Gambit I   Scheming","+{[0.040000 * 100]}% damage while your Stamina is not full.","Gem","OpalCutT1","EquippableMainHand, EquippableTwoHand","Gambit, Gem","SeasonalEthereal","false","","GambitPrefix","","","4","","OnActive","","","Gambit1Name","StaminaNotFullDamagePerk1","","","Opal_GambitGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/opalcutt1.webp","","","","","false","","","","","","Gem","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_GambitGem2","Gambit II   Scheming","+{[0.060000 * 100]}% damage while your Stamina is not full.","Gem","OpalCutT2","EquippableMainHand, EquippableTwoHand","Gambit, Gem","SeasonalEthereal","false","","GambitPrefix","","","4","","OnActive","","","Gambit2Name","StaminaNotFullDamagePerk2","","","Opal_GambitGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/opalcutt2.webp","","","","","false","","","","","","Gem","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_GambitGem3","Gambit III   Scheming","+{[0.090000 * 100]}% damage while your Stamina is not full.","Gem","OpalCutT3","EquippableMainHand, EquippableTwoHand","Gambit, Gem","SeasonalEthereal","false","","GambitPrefix","","","4","","OnActive","","","Gambit3Name","StaminaNotFullDamagePerk3","","","Opal_GambitGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/opalcutt3.webp","","","","","false","","","","","","Gem","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_GambitGem4","Gambit IV   Scheming","+{[0.120000 * 100]}% damage while your Stamina is not full.","Gem","OpalCutT4","EquippableMainHand, EquippableTwoHand","Gambit, Gem","SeasonalEthereal","false","","GambitPrefix","","","4","","OnActive","","","Gambit4Name","StaminaNotFullDamagePerk4","","","Opal_GambitGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/opalcutt4.webp","","","","","false","","","","","","Gem","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_RallyGem1","Rally I   Rallying","+{[0.060000 * 100]}% damage and outgoing healing while at full Health.","Gem","DiamondCutT1","EquippableMainHand, EquippableTwoHand","Rally, Gem","SeasonalEthereal","false","","RallyPrefix","","","4","","OnActive","","","Rally1Name","SelfFullHPBonusDMGHeal1","","","Diamond_RallyGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/diamondcutt1.webp","","","","","false","","","","","","Gem","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_RallyGem2","Rally II   Rallying","+{[0.090000 * 100]}% damage and outgoing healing while at full Health.","Gem","DiamondCutT2","EquippableMainHand, EquippableTwoHand","Rally, Gem","SeasonalEthereal","false","","RallyPrefix","","","4","","OnActive","","","Rally2Name","SelfFullHPBonusDMGHeal2","","","Diamond_RallyGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/diamondcutt2.webp","","","","","false","","","","","","Gem","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_RallyGem3","Rally III   Rallying","+{[0.120000 * 100]}% damage and outgoing healing while at full Health.","Gem","DiamondCutT3","EquippableMainHand, EquippableTwoHand","Rally, Gem","SeasonalEthereal","false","","RallyPrefix","","","4","","OnActive","","","Rally3Name","SelfFullHPBonusDMGHeal3","","","Diamond_RallyGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/diamondcutt3.webp","","","","","false","","","","","","Gem","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_RallyGem4","Rally IV   Rallying","+{[0.150000 * 100]}% damage and outgoing healing while at full Health.","Gem","DiamondCutT4","EquippableMainHand, EquippableTwoHand","Rally, Gem","SeasonalEthereal","false","","RallyPrefix","","","4","","OnActive","","","Rally4Name","SelfFullHPBonusDMGHeal4","","","Diamond_RallyGem","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/diamondcutt4.webp","","","","","false","","","","","","Gem","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","PerkID_Gem_AbyssalWard1","Abyssal Ward I   Abyssal","+{[0.025000 * 100]}% Void Damage Absorption.","Gem","AmethystCutT1","Armor, EquippableAmulet, EquippableRing, EquippableToken","Gem","SeasonalEthereal","","AbyssalWard1","AbyssalWardPrefix","","","4","","OnEquip","","","AbyssalWard1Name","","","","Amethyst_AbyssalWard","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/amethystcutt1.webp","","","","","false","","","","","","Gem","","","1","","","0","0","0","0","0","0","0","0.025","0","0","0","0","0","0","0","0","0","","","","0","0","","","0","","","","","","","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","","false","0","","","0","0","0","0","0","0","0","","","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","false","","0","0","0","0","0","0","0","","","0","0","","AbyssalWard1","","0","false","0","","","","","","","","","","","","","","","0"
"","PerkID_Gem_AbyssalWard2","Abyssal Ward II   Abyssal","+{[0.035000 * 100]}% Void Damage Absorption.","Gem","AmethystCutT2","Armor, EquippableAmulet, EquippableRing, EquippableToken","Gem","SeasonalEthereal","","AbyssalWard2","AbyssalWardPrefix","","","4","","OnEquip","","","AbyssalWard2Name","","","","Amethyst_AbyssalWard","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/amethystcutt2.webp","","","","","false","","","","","","Gem","","","2","","","0","0","0","0","0","0","0","0.035","0","0","0","0","0","0","0","0","0","","","","0","0","","","0","","","","","","","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","","false","0","","","0","0","0","0","0","0","0","","","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","false","","0","0","0","0","0","0","0","","","0","0","","AbyssalWard2","","0","false","0","","","","","","","","","","","","","","","0"
"","PerkID_Gem_AbyssalWard3","Abyssal Ward III   Abyssal","+{[0.050000 * 100]}% Void Damage Absorption.","Gem","AmethystCutT3","Armor, EquippableAmulet, EquippableRing, EquippableToken","Gem","SeasonalEthereal","","AbyssalWard3","AbyssalWardPrefix","","","4","","OnEquip","","","AbyssalWard3Name","","","","Amethyst_AbyssalWard","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/amethystcutt3.webp","","","","","false","","","","","","Gem","","","3","","","0","0","0","0","0","0","0","0.05","0","0","0","0","0","0","0","0","0","","","","0","0","","","0","","","","","","","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","","false","0","","","0","0","0","0","0","0","0","","","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","false","","0","0","0","0","0","0","0","","","0","0","","AbyssalWard3","","0","false","0","","","","","","","","","","","","","","","0"
"","PerkID_Gem_AbyssalWard4","Abyssal Ward IV   Abyssal","+{[0.060000 * 100]}% Void Damage Absorption.","Gem","AmethystCutT4","Armor, EquippableAmulet, EquippableRing, EquippableToken","Gem","SeasonalEthereal","","AbyssalWard4","AbyssalWardPrefix","","","4","","OnEquip","","","AbyssalWard4Name","","","","Amethyst_AbyssalWard","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/amethystcutt4.webp","","","","","false","","","","","","Gem","","","4","","","0","0","0","0","0","0","0","0.06","0","0","0","0","0","0","0","0","0","","","","0","0","","","0","","","","","","","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","","false","0","","","0","0","0","0","0","0","0","","","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","false","","0","0","0","0","0","0","0","","","0","0","","AbyssalWard4","","0","false","0","","","","","","","","","","","","","","","0"
"","PerkID_Gem_FireWard1","Fire Ward I   Fireproof","+{[0.030000 * 100]}% Fire Damage Absorption.","Gem","RubyCutT1","Armor, EquippableAmulet, EquippableRing, EquippableToken","Gem","SeasonalEthereal","","FireWard1","FireWardPrefix","","","4","","OnEquip","","","FireWard1Name","","","","Ruby_FireWard","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/rubycutt1.webp","","","","","false","","","","","","Gem","","","1","","","0","0","0","0","0","0","0","0","0.03","0","0","0","0","0","0","0","0","","","","0","0","","","0","","","","","","","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","","false","0","","","0","0","0","0","0","0","0","","","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","false","","0","0","0","0","0","0","0","","","0","0","","FireWard1","","0","false","0","","","","","","","","","","","","","","","0"
"","PerkID_Gem_FireWard2","Fire Ward II   Fireproof","+{[0.040000 * 100]}% Fire Damage Absorption.","Gem","RubyCutT2","Armor, EquippableAmulet, EquippableRing, EquippableToken","Gem","SeasonalEthereal","","FireWard2","FireWardPrefix","","","4","","OnEquip","","","FireWard2Name","","","","Ruby_FireWard","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/rubycutt2.webp","","","","","false","","","","","","Gem","","","2","","","0","0","0","0","0","0","0","0","0.04","0","0","0","0","0","0","0","0","","","","0","0","","","0","","","","","","","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","","false","0","","","0","0","0","0","0","0","0","","","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","false","","0","0","0","0","0","0","0","","","0","0","","FireWard2","","0","false","0","","","","","","","","","","","","","","","0"
"","PerkID_Gem_FireWard3","Fire Ward III   Fireproof","+{[0.050000 * 100]}% Fire Damage Absorption.","Gem","RubyCutT3","Armor, EquippableAmulet, EquippableRing, EquippableToken","Gem","SeasonalEthereal","","FireWard3","FireWardPrefix","","","4","","OnEquip","","","FireWard3Name","","","","Ruby_FireWard","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/rubycutt3.webp","","","","","false","","","","","","Gem","","","3","","","0","0","0","0","0","0","0","0","0.05","0","0","0","0","0","0","0","0","","","","0","0","","","0","","","","","","","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","","false","0","","","0","0","0","0","0","0","0","","","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","false","","0","0","0","0","0","0","0","","","0","0","","FireWard3","","0","false","0","","","","","","","","","","","","","","","0"
"","PerkID_Gem_FireWard4","Fire Ward IV   Fireproof","+{[0.060000 * 100]}% Fire Damage Absorption.","Gem","RubyCutT4","Armor, EquippableAmulet, EquippableRing, EquippableToken","Gem","SeasonalEthereal","","FireWard4","FireWardPrefix","","","4","","OnEquip","","","FireWard4Name","","","","Ruby_FireWard","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/rubycutt4.webp","","","","","false","","","","","","Gem","","","4","","","0","0","0","0","0","0","0","0","0.06","0","0","0","0","0","0","0","0","","","","0","0","","","0","","","","","","","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","","false","0","","","0","0","0","0","0","0","0","","","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","false","","0","0","0","0","0","0","0","","","0","0","","FireWard4","","0","false","0","","","","","","","","","","","","","","","0"
"","PerkID_Gem_LightningWard1","Lightning Ward I   Insulated","+{[0.030000 * 100]}% Lightning Damage Absorption.","Gem","TopazCutT1","Armor, EquippableAmulet, EquippableRing, EquippableToken","Gem","SeasonalEthereal","","LightningWard1","LightningWardPrefix","","","4","","OnEquip","","","LightningWard1Name","","","","Topaz_LightningWard","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/resource/topazcutt1.webp","","","","","false","","","","","","Gem","","","1","","","0","0","0","0","0","0","0","0","0","0","0.03","0","0","0","0","0","0","","","","0","0","","","0","","","","","","","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","","false","0","","","0","0","0","0","0","0","0","","","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","false","","0","0","0","0","0","0","0","","","0","0","","LightningWard1","","0","false","0","","","","","","","","","","","","","","","0"
